444464,222228,1
444464,222268,1
444465,222290,1
444465,222320,1
444465,222286,1
444466,222314,1
444466,222300,2
444466,222286,3
444467,222260,2
444467,222226,5
444467,222324,1
444468,222250,2
444468,222322,4
444468,222238,5
444469,222284,4
444469,222326,4
444469,222240,4
444470,222222,4
444470,222268,5
444470,222236,5
444471,222256,5
444471,222306,5
444471,222244,6
444472,222310,6
444472,222222,6
444472,222262,6
444473,222258,6
444473,222288,7
444473,222242,7
444474,222250,7
444474,222248,7
444474,222286,7
444475,222226,8
444475,222264,1
444475,222302,2
444476,222238,3
444476,222308,1
444476,222298,2
444477,222242,3
444477,222270,3
444477,222296,3
444478,222254,3
444478,222310,3
444478,222244,4
444479,222330,4
444479,222312,1
444480,222236,1
444480,222226,1
444480,222300,1
444481,222238,1
444481,222322,2
444481,222256,2
444482,222290,2
444482,222228,2
444482,222266,2
444483,222270,2
444483,222232,2
444483,222226,3
444484,222272,3
444484,222290,1
444484,222246,3
444485,222310,1
444485,222234,1
444485,222328,1
444486,222276,8
444486,222250,1
444487,222306,3
444487,222280,1
444487,222246,1
444488,222234,5
444488,222320,3
444488,222300,1
444489,222296,1
444489,222244,1
444489,222262,1
444490,222262,2
444490,222290,2
444490,222258,2
444491,222320,2
444491,222312,2
444491,222272,2
444492,222310,2
444492,222242,2
444492,222254,2
444493,222266,2
444493,222330,2
444493,222282,2
444494,222276,9
444494,222236,2
444494,222262,2
444495,222280,9
444495,222290,2
444495,222300,2
444496,222234,9
444496,222288,2
444496,222256,2
444497,222236,2
444497,222294,2
444497,222244,2
444498,222320,1
444498,222236,1
444498,222226,1
444499,222288,1
444499,222228,1
444499,222244,1
444500,222302,1
444500,222284,1
444500,222270,2
444501,222274,2
444501,222326,2
444501,222230,2
444502,222296,2
444502,222246,2
444502,222320,2
444503,222314,1
444503,222222,2
444503,222254,1
444504,222302,1
444504,222234,2
444504,222300,1
444505,222262,2
444505,222222,2
444505,222234,2
444506,222238,2
444506,222316,2
444506,222256,2
444507,222290,2
444507,222298,2
444507,222324,2
444508,222232,2
444508,222282,2
444508,222326,2
444509,222296,2
444509,222292,2
444509,222304,2
444510,222302,2
444510,222246,2
444510,222300,2
444511,222270,2
444511,222266,2
444511,222320,2
444512,222248,2
444512,222316,2
444512,222304,2
444513,222266,2
444513,222326,2
444513,222240,2
444514,222282,2
444514,222298,2
444514,222288,2
444515,222266,2
444515,222296,1
444515,222246,1
444516,222246,1
444516,222290,1
444516,222298,1
444517,222262,1
444517,222330,1
444518,222290,1
444518,222314,1
444518,222258,1
444519,222230,1
444519,222270,1
444519,222308,1
444520,222288,1
444520,222262,1
444520,222294,8
444521,222226,2
444521,222234,2
444522,222254,2
444522,222258,8
444522,222322,1
444523,222298,8
444523,222324,2
444523,222274,4
444524,222274,5
444524,222276,5
444524,222236,5
444525,222328,5
444525,222300,5
444526,222262,5
444526,222224,6
444526,222268,6
444527,222286,6
444527,222314,6
444528,222276,6
444528,222228,6
444528,222296,7
444529,222262,7
444529,222232,7
444529,222306,7
444530,222262,7
444530,222294,8
444530,222272,8
444531,222274,8
444531,222300,8
444531,222240,8
444532,222268,8
444532,222280,9
444532,222324,9
444533,222316,9
444533,222264,9
444533,222240,9
444534,222270,9
444534,222314,10
444534,222292,10
444535,222270,10
444535,222278,10
444536,222286,10
444536,222272,10
444537,222222,11
444537,222298,1
444537,222258,11
444538,222270,1
444538,222300,1
444538,222276,1
444539,222322,1
444539,222250,1
444539,222288,11
444540,222276,1
444540,222294,2
444540,222258,2
444541,222328,1
444541,222310,1
444541,222286,1
444542,222226,1
444542,222246,1
444542,222270,1
444543,222222,2
444543,222250,3
444543,222270,2
444544,222258,5
444544,222236,1
444544,222300,2
444545,222230,4
444545,222234,5
444545,222314,4
444546,222260,4
444546,222286,4
444546,222222,4
444547,222286,5
444547,222222,5
444547,222226,5
444548,222272,5
444548,222232,6
444548,222330,6
444549,222326,6
444549,222250,6
444549,222232,6
444550,222322,7
444550,222310,7
444550,222242,7
444551,222260,7
444551,222230,7
444551,222328,8
444552,222260,1
444552,222248,2
444552,222320,3
444553,222290,1
444553,222242,2
444553,222244,3
444554,222282,3
444554,222280,3
444554,222312,3
444555,222228,3
444555,222244,4
444555,222230,4
444556,222304,1
444556,222246,1
444556,222316,1
444557,222232,1
444557,222270,1
444557,222298,2
444558,222244,2
444558,222240,2
444558,222326,2
444559,222258,2
444559,222314,2
444559,222308,2
444560,222266,3
444560,222322,3
444560,222262,1
444561,222272,3
444561,222266,1
444561,222322,1
444562,222284,1
444562,222264,8
444562,222328,1
444563,222266,3
444563,222226,1
444563,222262,1
444564,222270,5
444564,222310,3
444564,222248,1
444565,222238,1
444565,222222,1
444565,222258,1
444566,222316,2
444566,222262,2
444566,222300,2
444567,222286,2
444567,222288,2
444567,222276,2
444568,222308,2
444568,222296,2
444568,222274,2
444569,222306,2
444569,222302,2
444569,222284,2
444570,222222,9
444570,222234,2
444570,222278,2
444571,222302,9
444571,222268,2
444571,222300,2
444572,222256,9
444572,222280,2
444572,222286,2
444573,222236,2
444573,222234,2
444573,222292,2
444574,222254,1
444574,222286,1
444574,222314,1
444575,222240,1
444575,222270,1
444575,222230,1
444576,222322,1
444576,222248,1
444576,222326,2
444577,222244,2
444577,222264,2
444577,222300,2
444578,222330,2
444578,222254,2
444578,222250,2
444579,222274,1
444579,222286,2
444580,222326,1
444580,222276,1
444581,222248,2
444581,222228,1
444581,222286,2
444582,222284,2
444582,222254,2
444582,222276,2
444583,222298,2
444583,222304,2
444583,222232,2
444584,222302,2
444584,222262,2
444585,222258,2
444585,222308,2
444585,222274,2
444586,222228,2
444586,222240,2
444587,222328,2
444587,222294,2
444587,222298,2
444588,222294,2
444588,222226,2
444588,222240,2
444589,222282,2
444589,222314,2
444590,222292,2
444590,222264,2
444590,222258,2
444591,222292,2
444591,222312,2
444591,222290,2
444592,222308,2
444592,222274,2
444593,222238,2
444593,222242,1
444594,222230,1
444594,222262,1
444594,222236,1
444595,222234,1
444595,222256,1
444595,222278,1
444596,222294,1
444596,222306,1
444596,222296,1
444597,222294,1
444597,222280,1
444598,222302,1
444598,222228,1
444598,222328,1
444599,222254,8
444599,222260,2
444599,222318,2
444600,222244,2
444600,222330,8
444600,222320,1
444601,222302,8
444601,222318,2
444601,222270,4
444602,222238,5
444602,222248,5
444602,222312,5
444603,222310,5
444603,222294,5
444603,222260,5
444604,222262,6
444604,222264,6
444604,222308,6
444605,222328,6
444605,222298,6
444605,222248,6
444606,222224,7
444606,222326,7
444606,222320,7
444607,222288,7
444607,222304,7
444607,222240,8
444608,222310,8
444608,222248,8
444608,222264,8
444609,222328,8
444609,222312,8
444609,222278,9
444610,222284,9
444610,222292,9
444610,222316,9
444611,222284,9
444611,222248,9
444611,222278,10
444612,222232,10
444612,222240,10
444612,222292,10
444613,222306,10
444613,222322,10
444613,222262,11
444614,222280,1
444614,222304,11
444614,222316,1
444615,222230,1
444615,222330,1
444615,222284,1
444616,222262,1
444616,222302,11
444616,222264,1
444617,222244,2
444617,222254,2
444617,222268,1
444618,222328,1
444618,222222,1
444619,222298,1
444619,222330,1
444619,222272,1
444620,222276,2
444620,222230,3
444620,222254,2
444621,222250,5
444621,222248,1
444621,222306,2
444622,222266,4
444622,222270,5
444622,222292,4
444623,222272,4
444623,222300,4
444623,222242,4
444624,222288,5
444624,222274,5
444625,222256,5
444625,222284,5
444625,222254,6
444626,222314,6
444626,222306,6
444626,222236,6
444627,222262,6
444627,222300,7
444627,222254,7
444628,222248,7
444628,222328,7
444628,222228,7
444629,222300,8
444629,222276,1
444630,222290,2
444630,222226,3
444630,222324,1
444631,222254,2
444631,222268,3
444631,222270,3
444632,222284,3
444632,222312,3
444632,222290,3
444633,222288,4
444633,222266,4
444633,222290,1
444634,222266,1
444634,222292,1
444634,222276,1
444635,222256,1
444635,222312,2
444635,222244,2
444636,222322,2
444636,222312,2
444636,222274,2
444637,222232,2
444637,222276,2
444637,222270,3
444638,222280,3
444638,222316,1
444639,222242,3
444639,222282,1
444639,222316,1
444640,222276,1
444640,222314,8
444641,222314,1
444641,222230,3
444641,222308,1
444642,222310,1
444642,222314,5
444642,222288,3
444643,222280,1
444643,222226,1
444643,222260,1
444644,222244,1
444644,222306,2
444644,222328,2
444645,222290,2
444645,222306,2
444645,222314,2
444646,222262,2
444646,222278,2
444646,222290,2
444647,222238,2
444647,222250,2
444647,222272,2
444648,222278,2
444648,222310,9
444648,222314,2
444649,222296,2
444649,222244,9
444649,222280,2
444650,222234,2
444650,222314,9
444650,222246,2
444651,222232,2
444651,222292,2
444651,222318,2
444652,222234,2
444652,222236,1
444652,222248,1
444653,222274,1
444653,222230,1
444653,222328,1
444654,222264,1
444654,222278,1
444654,222302,1
444655,222322,2
444655,222300,2
444655,222316,2
444656,222244,2
444656,222292,2
444656,222290,2
444657,222294,2
444657,222228,1
444657,222268,2
444658,222274,1
444658,222256,1
444658,222234,2
444659,222234,1
444659,222286,2
444659,222256,2
444660,222258,2
444660,222242,2
444660,222250,2
444661,222238,2
444661,222226,2
444661,222262,2
444662,222294,2
444662,222230,2
444662,222322,2
444663,222312,2
444663,222316,2
444663,222244,2
444664,222264,2
444664,222324,2
444664,222302,2
444665,222258,2
444665,222254,2
444665,222296,2
444666,222230,2
444666,222234,2
444666,222326,2
444667,222288,2
444667,222292,2
444668,222282,2
444668,222246,2
444668,222270,2
444669,222228,2
444669,222266,2
444669,222284,2
444670,222236,1
444670,222230,1
444670,222324,1
444671,222270,1
444671,222302,1
444671,222322,1
444672,222236,1
444672,222254,1
444672,222280,1
444673,222276,1
444674,222236,1
444674,222284,1
444674,222320,1
444675,222254,1
444675,222250,1
444675,222274,8
444676,222282,2
444676,222242,2
444676,222300,2
444677,222246,8
444677,222326,1
444677,222318,8
444678,222260,2
444678,222322,4
444678,222330,5
444679,222236,5
444679,222294,5
444679,222240,5
444680,222298,5
444680,222274,5
444680,222262,6
444681,222318,6
444681,222256,6
444681,222290,6
444682,222264,6
444682,222258,6
444682,222318,7
444683,222274,7
444683,222258,7
444683,222310,7
444684,222238,7
444684,222262,8
444684,222310,8
444685,222238,8
444685,222222,8
444685,222300,8
444686,222306,8
444686,222236,9
444686,222312,9
444687,222272,9
444687,222240,9
444687,222312,9
444688,222328,9
444688,222272,10
444688,222310,10
444689,222298,10
444689,222240,10
444689,222282,10
444690,222242,10
444690,222326,11
444690,222268,1
444691,222228,11
444691,222240,1
444691,222300,1
444692,222264,1
444692,222322,1
444692,222224,1
444693,222272,11
444693,222222,1
444693,222304,2
444694,222326,2
444694,222278,1
444694,222270,1
444695,222224,1
444695,222276,1
444695,222250,1
444696,222308,1
444696,222288,2
444696,222266,3
444697,222274,2
444697,222244,5
444697,222322,1
444698,222258,2
444698,222256,4
444698,222314,5
444699,222302,4
444699,222234,4
444700,222314,4
444700,222306,4
444700,222262,5
444701,222260,5
444701,222222,5
444701,222228,5
444702,222276,6
444702,222270,6
444702,222244,6
444703,222286,6
444703,222312,6
444703,222254,7
444704,222302,7
444704,222258,7
444704,222282,7
444705,222314,7
444705,222330,8
444705,222276,1
444706,222326,2
444706,222288,3
444706,222282,1
444707,222280,2
444707,222256,3
444707,222304,3
444708,222284,3
444708,222264,3
444708,222270,3
444709,222306,4
444709,222228,4
444709,222230,1
444710,222266,1
444710,222304,1
444710,222254,1
444711,222256,1
444711,222320,2
444711,222314,2
444712,222300,2
444712,222224,2
444712,222290,2
444713,222294,2
444713,222326,2
444713,222276,3
444714,222270,3
444714,222316,1
444714,222288,3
444715,222314,1
444715,222246,1
444715,222310,1
444716,222320,8
444716,222314,1
444716,222312,3
444717,222244,1
444717,222266,1
444717,222228,5
444718,222274,3
444718,222290,1
444718,222224,1
444719,222280,1
444719,222276,1
444719,222310,2
444720,222306,2
444720,222234,2
444720,222258,2
444721,222248,2
444721,222280,2
444721,222226,2
444722,222276,2
444722,222260,2
444722,222298,2
444723,222246,2
444723,222242,2
444723,222262,9
444724,222262,2
444724,222266,2
444724,222314,9
444725,222300,2
444725,222304,2
444725,222242,9
444726,222318,2
444726,222258,2
444726,222286,2
444727,222230,2
444727,222264,2
444727,222258,1
444728,222280,1
444728,222284,1
444728,222240,1
444729,222286,1
444729,222248,1
444729,222296,1
444730,222240,1
444730,222278,2
444730,222242,2
444731,222272,2
444731,222264,2
444731,222308,2
444732,222234,2
444732,222266,2
444732,222326,1
444733,222324,2
444733,222322,1
444733,222300,1
444734,222244,2
444734,222278,1
444734,222328,2
444735,222318,2
444735,222228,2
444735,222316,2
444736,222270,2
444736,222290,2
444736,222234,2
444737,222314,2
444737,222248,2
444737,222240,2
444738,222278,2
444738,222282,2
444738,222234,2
444739,222322,2
444739,222312,2
444739,222324,2
444740,222256,2
444740,222276,2
444740,222328,2
444741,222294,2
444741,222240,2
444741,222262,2
444742,222228,2
444742,222246,2
444742,222236,2
444743,222228,2
444743,222296,2
444743,222328,2
444744,222276,2
444744,222230,2
444744,222298,2
444745,222330,1
444745,222300,1
444745,222274,1
444746,222236,1
444746,222240,1
444746,222318,1
444747,222314,1
444747,222238,1
444747,222328,1
444748,222304,1
444748,222246,1
444748,222236,1
444749,222330,1
444749,222256,1
444749,222250,1
444750,222238,8
444750,222298,2
444750,222274,2
444751,222296,2
444751,222230,8
444751,222320,1
444752,222290,8
444752,222308,2
444752,222264,4
444753,222232,5
444753,222256,5
444753,222330,5
444754,222230,5
444754,222236,5
444754,222254,5
444755,222258,6
444755,222282,6
444755,222278,6
444756,222258,6
444756,222302,6
444756,222270,6
444757,222306,7
444757,222240,7
444757,222274,7
444758,222282,7
444758,222306,7
444758,222258,8
444759,222282,8
444759,222242,8
444759,222300,8
444760,222282,8
444760,222268,8
444760,222224,9
444761,222288,9
444761,222312,9
444761,222222,9
444762,222242,9
444762,222286,9
444762,222328,10
444763,222322,10
444763,222304,10
444763,222330,10
444764,222262,10
444764,222286,10
444764,222278,11
444765,222314,1
444765,222258,11
444765,222248,1
444766,222302,1
444766,222290,1
444766,222262,1
444767,222294,1
444767,222230,11
444767,222268,1
444768,222234,2
444768,222266,2
444768,222240,1
444769,222254,1
444769,222274,1
444769,222246,1
444770,222230,1
444770,222312,1
444770,222276,2
444771,222302,3
444771,222290,2
444771,222286,5
444772,222260,1
444772,222256,2
444772,222298,4
444773,222272,5
444773,222320,4
444773,222296,4
444774,222250,4
444774,222320,4
444774,222286,5
444775,222284,5
444775,222292,5
444776,222222,5
444776,222296,6
444776,222308,6
444777,222300,6
444777,222306,6
444777,222312,6
444778,222294,7
444778,222306,7
444778,222328,7
444779,222304,7
444779,222326,7
444779,222298,8
444780,222296,1
444780,222226,2
444780,222246,3
444781,222226,1
444781,222288,2
444781,222314,3
444782,222304,3
444782,222328,3
444782,222320,3
444783,222240,3
444783,222278,4
444783,222256,4
444784,222280,1
444784,222278,1
444784,222272,1
444785,222282,1
444785,222292,1
444785,222276,2
444786,222284,2
444786,222302,2
444787,222274,2
444787,222286,2
444787,222236,2
444788,222306,2
444788,222262,3
444788,222270,3
444789,222268,1
444789,222276,3
444789,222290,1
444790,222240,1
444790,222262,1
444790,222330,8
444791,222276,1
444791,222230,3
444791,222274,1
444792,222328,1
444792,222300,5
444792,222288,3
444793,222272,1
444793,222304,1
444793,222248,1
444794,222288,1
444794,222280,2
444795,222300,2
444795,222314,2
444795,222320,2
444796,222300,2
444796,222290,2
444796,222314,2
444797,222228,2
444797,222230,2
444797,222322,2
444798,222296,2
444798,222274,2
444798,222318,9
444799,222314,2
444799,222316,2
444799,222312,9
444800,222244,2
444800,222246,2
444800,222270,9
444801,222318,2
444801,222328,2
444801,222316,2
444802,222288,2
444802,222246,2
444802,222320,1
444803,222300,1
444803,222222,1
444803,222232,1
444804,222322,1
444804,222266,1
444804,222230,1
444805,222248,1
444805,222222,2
444805,222250,2
444806,222262,2
444806,222226,2
444806,222292,2
444807,222310,2
444807,222232,2
444807,222248,1
444808,222246,2
444808,222324,1
444808,222276,1
444809,222304,2
444809,222286,1
444809,222264,2
444810,222258,2
444810,222294,2
444810,222288,2
444811,222328,2
444811,222272,2
444811,222232,2
444812,222322,2
444812,222316,2
444812,222290,2
444813,222282,2
444813,222284,2
444813,222286,2
444814,222272,2
444814,222330,2
444814,222300,2
444815,222300,2
444815,222274,2
444815,222296,2
444816,222314,2
444816,222292,2
444816,222328,2
444817,222314,2
444817,222324,2
444817,222330,2
444818,222238,2
444818,222292,2
444818,222290,2
444819,222282,2
444819,222304,2
444819,222320,2
444820,222286,1
444820,222222,1
444821,222304,1
444821,222312,1
444821,222258,1
444822,222272,1
444822,222270,1
444822,222296,1
444823,222228,1
444823,222298,1
444823,222308,1
444824,222270,1
444824,222260,1
444824,222300,1
444825,222238,1
444825,222328,8
444825,222270,2
444826,222266,2
444826,222244,2
444826,222262,8
444827,222268,1
444827,222262,8
444827,222260,2
444828,222268,4
444828,222278,5
444828,222330,5
444829,222228,5
444829,222288,5
444829,222234,5
444830,222314,5
444830,222276,6
444830,222270,6
444831,222296,6
444831,222224,6
444831,222322,6
444832,222322,6
444832,222264,7
444832,222290,7
444833,222226,7
444833,222324,7
444833,222304,7
444834,222294,8
444834,222276,8
444834,222322,8
444835,222224,8
444835,222330,8
444835,222300,8
444836,222274,9
444836,222294,9
444836,222302,9
444837,222300,9
444837,222238,9
444837,222262,9
444838,222248,10
444838,222258,10
444838,222224,10
444839,222248,10
444839,222296,10
444839,222292,10
444840,222276,11
444840,222328,1
444840,222240,11
444841,222286,1
444841,222330,1
444841,222308,1
444842,222296,1
444842,222320,1
444842,222290,11
444843,222294,1
444843,222268,2
444843,222238,2
444844,222232,1
444844,222268,1
444844,222320,1
444845,222256,1
444845,222290,1
444845,222228,1
444846,222222,2
444846,222304,3
444846,222310,2
444847,222294,5
444847,222282,1
444847,222276,2
444848,222256,4
444848,222278,5
444848,222270,4
444849,222222,4
444849,222282,4
444850,222254,4
444850,222298,5
444850,222306,5
444851,222254,5
444851,222238,5
444851,222304,6
444852,222314,6
444852,222294,6
444852,222310,6
444853,222242,6
444853,222318,7
444853,222270,7
444854,222260,7
444854,222246,7
444854,222250,7
444855,222274,8
444855,222326,1
444855,222328,2
444856,222326,3
444856,222278,1
444856,222274,2
444857,222222,3
444857,222238,3
444857,222240,3
444858,222302,3
444858,222248,3
444858,222222,4
444859,222288,4
444859,222264,1
444859,222318,1
444860,222326,1
444860,222258,1
444860,222284,1
444861,222230,2
444861,222274,2
444861,222330,2
444862,222254,2
444862,222246,2
444862,222326,2
444863,222284,2
444863,222328,3
444863,222272,3
444864,222260,1
444864,222306,3
444864,222222,1
444865,222242,1
444865,222328,1
444865,222228,8
444866,222230,1
444866,222248,3
444866,222276,1
444867,222236,1
444867,222234,5
444867,222258,3
444868,222278,1
444868,222258,1
444868,222330,1
444869,222256,1
444869,222326,2
444869,222328,2
444870,222282,2
444870,222256,2
444870,222236,2
444871,222254,2
444871,222242,2
444871,222262,2
444872,222310,2
444872,222316,2
444872,222314,2
444873,222274,2
444873,222244,9
444873,222230,2
444874,222256,2
444874,222248,9
444874,222318,2
444875,222282,2
444875,222278,9
444875,222230,2
444876,222272,2
444876,222298,2
444876,222322,2
444877,222262,2
444877,222256,1
444877,222224,1
444878,222284,1
444878,222276,1
444878,222258,1
444879,222274,1
444879,222314,1
444879,222232,1
444880,222292,2
444880,222328,2
444880,222324,2
444881,222282,2
444881,222238,2
444881,222270,2
444882,222266,2
444882,222230,1
444882,222262,2
444883,222232,1
444883,222280,1
444884,222266,2
444884,222316,1
444884,222280,2
444885,222300,2
444885,222258,2
444885,222294,2
444886,222322,2
444886,222266,2
444886,222290,2
444887,222238,2
444887,222284,2
444887,222324,2
444888,222298,2
444888,222274,2
444888,222278,2
444889,222282,2
444889,222260,2
444889,222314,2
444890,222278,2
444890,222314,2
444890,222286,2
444891,222298,2
444891,222318,2
444891,222308,2
444892,222258,2
444892,222250,2
444892,222234,2
444893,222310,2
444893,222284,2
444893,222224,2
444894,222262,2
444894,222290,2
444894,222306,2
444895,222246,1
444895,222308,1
444895,222300,1
444896,222314,1
444896,222258,1
444896,222298,1
444897,222288,1
444897,222318,1
444897,222276,1
444898,222286,1
444898,222272,1
444898,222244,1
444899,222240,1
444899,222328,1
444899,222250,1
444900,222260,8
444900,222250,2
444900,222322,2
444901,222232,2
444901,222266,8
444902,222282,1
444902,222286,8
444902,222238,2
444903,222266,4
444903,222268,5
444903,222276,5
444904,222274,5
444904,222286,5
444904,222262,5
444905,222296,5
444905,222310,6
444905,222254,6
444906,222254,6
444906,222290,6
444906,222286,6
444907,222234,6
444907,222274,7
444907,222322,7
444908,222240,7
444908,222258,7
444908,222306,7
444909,222286,8
444909,222250,8
444909,222224,8
444910,222250,8
444910,222280,8
444910,222328,8
444911,222326,9
444911,222318,9
444911,222222,9
444912,222282,9
444912,222246,9
444912,222262,9
444913,222228,10
444913,222248,10
444913,222230,10
444914,222276,10
444914,222280,10
444914,222264,10
444915,222326,11
444915,222324,1
444915,222274,11
444916,222270,1
444916,222248,1
444916,222322,1
444917,222232,1
444917,222318,1
444917,222274,11
444918,222242,1
444918,222324,2
444918,222322,2
444919,222254,1
444919,222258,1
444919,222268,1
444920,222262,1
444920,222286,1
444920,222288,1
444921,222298,2
444921,222316,3
444921,222232,2
444922,222300,5
444922,222302,1
444922,222256,2
444923,222254,4
444923,222240,5
444923,222278,4
444924,222326,4
444924,222296,4
444924,222316,4
444925,222284,5
444925,222272,5
444925,222258,5
444926,222276,5
444926,222258,6
444926,222296,6
444927,222262,6
444927,222312,6
444927,222308,6
444928,222296,7
444928,222256,7
444928,222308,7
444929,222274,7
444929,222266,7
444929,222290,8
444930,222264,1
444930,222302,2
444930,222304,3
444931,222288,1
444931,222228,2
444931,222320,3
444932,222274,3
444932,222262,3
444932,222242,3
444933,222314,3
444933,222308,4
444933,222318,4
444934,222244,1
444934,222278,1
444934,222248,1
444935,222290,1
444935,222310,1
444935,222312,2
444936,222328,2
444936,222230,2
444936,222226,2
444937,222266,2
444937,222326,2
444937,222314,2
444938,222314,3
444938,222294,3
444938,222278,1
444939,222230,3
444939,222274,1
444940,222256,1
444940,222234,1
444940,222242,8
444941,222316,1
444941,222294,3
444941,222230,1
444942,222222,1
444942,222266,5
444942,222324,3
444943,222266,1
444943,222244,1
444943,222310,1
444944,222270,1
444944,222244,2
444944,222274,2
444945,222280,2
444945,222290,2
444945,222262,2
444946,222326,2
444946,222286,2
444946,222242,2
444947,222268,2
444947,222312,2
444947,222300,2
444948,222326,2
444948,222302,9
444948,222328,2
444949,222278,2
444949,222282,9
444949,222270,2
444950,222272,2
444950,222302,9
444950,222236,2
444951,222276,2
444951,222322,2
444951,222232,2
444952,222286,2
444952,222250,1
444952,222314,1
444953,222326,1
444953,222274,1
444953,222238,1
444954,222254,1
444954,222280,1
444954,222270,1
444955,222230,2
444955,222316,2
444955,222238,2
444956,222284,2
444956,222282,2
444957,222328,2
444957,222260,2
444958,222230,1
444958,222290,2
444958,222266,1
444959,222326,1
444959,222292,2
444959,222308,1
444960,222286,2
444960,222268,2
444960,222318,2
444961,222328,2
444961,222286,2
444961,222230,2
444962,222304,2
444962,222300,2
444963,222260,2
444963,222298,2
444963,222322,2
444964,222300,2
444964,222310,2
444964,222322,2
444965,222272,2
444965,222322,2
444965,222310,2
444966,222260,2
444966,222222,2
444966,222310,2
444967,222254,2
444967,222256,2
444967,222258,2
444968,222240,2
444968,222236,2
444968,222262,2
444969,222282,2
444969,222260,2
444969,222302,2
444970,222276,2
444970,222230,2
444970,222278,1
444971,222280,1
444971,222242,1
444971,222308,1
444972,222264,1
444972,222258,1
444972,222282,1
444973,222232,1
444973,222302,1
444973,222304,1
444974,222290,1
444974,222326,1
444974,222330,1
444975,222268,1
444975,222228,1
444975,222250,8
444976,222298,2
444976,222270,2
444976,222238,2
444977,222310,8
444977,222228,1
444977,222226,8
444978,222330,2
444978,222222,4
444978,222268,5
444979,222300,5
444979,222278,5
444979,222262,5
444980,222282,5
444980,222300,5
444980,222298,6
444981,222260,6
444981,222234,6
444982,222296,6
444982,222304,6
444982,222264,6
444983,222262,7
444983,222232,7
444983,222312,7
444984,222236,7
444984,222282,7
444984,222286,8
444985,222298,8
444985,222330,8
444985,222294,8
444986,222250,8
444986,222330,8
444986,222278,9
444987,222276,9
444987,222300,9
444988,222258,9
444988,222318,9
444988,222300,9
444989,222296,10
444989,222286,10
444989,222308,10
444990,222310,10
444990,222248,10
444990,222320,10
444991,222304,11
444991,222318,1
444991,222316,11
444992,222236,1
444992,222228,1
444992,222300,1
444993,222254,1
444993,222246,1
444993,222314,11
444994,222324,1
444994,222314,2
444994,222256,2
444995,222244,1
444995,222320,1
444995,222292,1
444996,222248,1
444996,222242,1
444996,222320,1
444997,222318,2
